code;code0;code1;nivel0;nivel1
M543;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M549;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M542;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M50;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M624;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M255;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M436;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M725;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M548;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M779;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M705;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M531;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M790;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M54;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M940;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M511;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M654;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M79;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M460;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M753;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M771;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M706;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M242;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M767;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M75;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M65;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M530;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M707;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M23;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M41;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M08;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M05;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M754;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M431;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M752;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M139;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M533;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M052;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M125;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M755;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M159;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M626;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M70;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M759;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M22;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M774;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M841;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M154;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M653;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M205;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M47;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M960;M00-M99;M95-M99;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OTROS TRASTORNOS DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
M130;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M840;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M766;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M31;M00-M99;M30-M36;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS SISTÉMICOS DEL TEJIDO CONJUNTIVO
M765;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M060;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M06;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M76;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M713;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M942;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M53;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M700;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M773;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M541;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M768;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M842;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M792;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M15;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M931;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M89;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M674;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M77;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M19;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M32;M00-M99;M30-M36;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS SISTÉMICOS DEL TEJIDO CONJUNTIVO
M532;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M67;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M259;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M85;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M150;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M250;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M254;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M201;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M720;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M992;M00-M99;M95-M99;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OTROS TRASTORNOS DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
M104;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M775;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M074;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M94;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M750;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M131;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M18;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M60;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M83;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M96;M00-M99;M95-M99;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OTROS TRASTORNOS DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
M256;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M854;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M850;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M712;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M703;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M245;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M760;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M761;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M238;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M702;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M124;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M770;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M772;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M701;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M153;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M11;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M763;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M719;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M34;M00-M99;M30-M36;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS SISTÉMICOS DEL TEJIDO CONJUNTIVO
M350;M00-M99;M30-M36;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS SISTÉMICOS DEL TEJIDO CONJUNTIVO
M835;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M300;M00-M99;M30-M36;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS SISTÉMICOS DEL TEJIDO CONJUNTIVO
M33;M00-M99;M30-M36;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS SISTÉMICOS DEL TEJIDO CONJUNTIVO
M88;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M673;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M430;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M704;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M855;M00-M99;M80-M94;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;OSTEOPATÍAS Y CONDROPATÍAS
M71;M00-M99;M60-M79;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;TRASTORNOS DE LOS TEJIDOS BLANDOS
M122;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
M45;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M48;M00-M99;M40-M54;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;DORSOPATÍAS
M247;M00-M99;M00-M25;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO;ARTROPATÍAS
J00;J00-J99;J00-J06;ENFERMEDADES DEL SISTEMA RESPIRATORIO;INFECCIONES AGUDAS DE LAS VÍAS RESPIRATORIAS SUPERIORES
J10;J00-J99;J09–J18 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;#N/D
J20;J00-J99;J20-J22;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS INFECCIONES AGUDAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J960;J00-J99;J95-J99;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DEL SISTEMA RESPIRATORIO
J02;J00-J99;J00-J06;ENFERMEDADES DEL SISTEMA RESPIRATORIO;INFECCIONES AGUDAS DE LAS VÍAS RESPIRATORIAS SUPERIORES
J060;J00-J99;J00-J06;ENFERMEDADES DEL SISTEMA RESPIRATORIO;INFECCIONES AGUDAS DE LAS VÍAS RESPIRATORIAS SUPERIORES
J18;J00-J99;J09–J18 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;#N/D
J03;J00-J99;J00-J06;ENFERMEDADES DEL SISTEMA RESPIRATORIO;INFECCIONES AGUDAS DE LAS VÍAS RESPIRATORIAS SUPERIORES
J30;J00-J99;J30–J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;#N/D
J680;J00-J99;J60-J70;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES DEL PULMÓN DEBIDAS A AGENTES EXTERNOS
J04;J00-J99;J00-J06;ENFERMEDADES DEL SISTEMA RESPIRATORIO;INFECCIONES AGUDAS DE LAS VÍAS RESPIRATORIAS SUPERIORES
J82;J00-J99;J80-J84;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES RESPIRATORIAS QUE AFECTAN PRINCIPALMENTE AL INTERSTICIO
J01;J00-J99;J00-J06;ENFERMEDADES DEL SISTEMA RESPIRATORIO;INFECCIONES AGUDAS DE LAS VÍAS RESPIRATORIAS SUPERIORES
J381;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J40;J00-J99;J40-J47;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES CRÓNICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J42;J00-J99;J40-J47;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES CRÓNICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J45;J00-J99;J40-J47;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES CRÓNICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J301;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J342;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J11;J00-J99;J09–J18 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;#N/D
J042;J00-J99;J00-J06;ENFERMEDADES DEL SISTEMA RESPIRATORIO;INFECCIONES AGUDAS DE LAS VÍAS RESPIRATORIAS SUPERIORES
J341;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J459;J00-J99;J40-J47;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES CRÓNICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J32;J00-J99;J30–J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;#N/D
J310;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J370;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J311;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
J44;J00-J99;J40-J47;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES CRÓNICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J47;J00-J99;J40-J47;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES CRÓNICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J46;J00-J99;J40-J47;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES CRÓNICAS DE LAS VÍAS RESPIRATORIAS INFERIORES
J36;J00-J99;J30–J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;#N/D
J679;J00-J99;J60-J70;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES DEL PULMÓN DEBIDAS A AGENTES EXTERNOS
J690;J00-J99;J60-J70;ENFERMEDADES DEL SISTEMA RESPIRATORIO;ENFERMEDADES DEL PULMÓN DEBIDAS A AGENTES EXTERNOS
J384;J00-J99;J30-J39 ;ENFERMEDADES DEL SISTEMA RESPIRATORIO;OTRAS ENFERMEDADES DE LAS VÍAS RESPIRATORIAS SUPERIORES
